plotId,external_id,Area,Geometry_type,Country,ProducerCountry,Admin_Level_1,Centroid_lon,Centroid_lat,Unit,In_waterbody,EUFO_2020,GLAD_Primary,TMF_undist,GFC_TC_2020,Forest_FDaP,ESA_TC_2020,TMF_plant,Oil_palm_Descals,Oil_palm_FDaP,Coffee_FDaP,Cocoa_FDaP,Cocoa_ETH,Rubber_FDaP,Rubber_RBGE,Soy_Song_2020,TMF_def_2000,TMF_def_2001,TMF_def_2002,TMF_def_2003,TMF_def_2004,TMF_def_2005,TMF_def_2006,TMF_def_2007,TMF_def_2008,TMF_def_2009,TMF_def_2010,TMF_def_2011,TMF_def_2012,TMF_def_2013,TMF_def_2014,TMF_def_2015,TMF_def_2016,TMF_def_2017,TMF_def_2018,TMF_def_2019,TMF_def_2020,TMF_def_2021,TMF_def_2022,TMF_def_2023,TMF_def_2024,TMF_deg_2000,TMF_deg_2001,TMF_deg_2002,TMF_deg_2003,TMF_deg_2004,TMF_deg_2005,TMF_deg_2006,TMF_deg_2007,TMF_deg_2008,TMF_deg_2009,TMF_deg_2010,TMF_deg_2011,TMF_deg_2012,TMF_deg_2013,TMF_deg_2014,TMF_deg_2015,TMF_deg_2016,TMF_deg_2017,TMF_deg_2018,TMF_deg_2019,TMF_deg_2020,TMF_deg_2021,TMF_deg_2022,TMF_deg_2023,TMF_deg_2024,GFC_loss_year_2001,GFC_loss_year_2002,GFC_loss_year_2003,GFC_loss_year_2004,GFC_loss_year_2005,GFC_loss_year_2006,GFC_loss_year_2007,GFC_loss_year_2008,GFC_loss_year_2009,GFC_loss_year_2010,GFC_loss_year_2011,GFC_loss_year_2012,GFC_loss_year_2013,GFC_loss_year_2014,GFC_loss_year_2015,GFC_loss_year_2016,GFC_loss_year_2017,GFC_loss_year_2018,GFC_loss_year_2019,GFC_loss_year_2020,GFC_loss_year_2021,GFC_loss_year_2022,GFC_loss_year_2023,GFC_loss_year_2024,RADD_year_2019,RADD_year_2020,RADD_year_2021,RADD_year_2022,RADD_year_2023,RADD_year_2024,RADD_year_2025,ESA_fire_2001,ESA_fire_2002,ESA_fire_2003,ESA_fire_2004,ESA_fire_2005,ESA_fire_2006,ESA_fire_2007,ESA_fire_2008,ESA_fire_2009,ESA_fire_2010,ESA_fire_2011,ESA_fire_2012,ESA_fire_2013,ESA_fire_2014,ESA_fire_2015,ESA_fire_2016,ESA_fire_2017,ESA_fire_2018,ESA_fire_2019,ESA_fire_2020,MODIS_fire_2000,MODIS_fire_2001,MODIS_fire_2002,MODIS_fire_2003,MODIS_fire_2004,MODIS_fire_2005,MODIS_fire_2006,MODIS_fire_2007,MODIS_fire_2008,MODIS_fire_2009,MODIS_fire_2010,MODIS_fire_2011,MODIS_fire_2012,MODIS_fire_2013,MODIS_fire_2014,MODIS_fire_2015,MODIS_fire_2016,MODIS_fire_2017,MODIS_fire_2018,MODIS_fire_2019,MODIS_fire_2020,MODIS_fire_2021,MODIS_fire_2022,MODIS_fire_2023,MODIS_fire_2024,MODIS_fire_2025,TMF_deg_before_2020,TMF_def_before_2020,GFC_loss_before_2020,ESA_fire_before_2020,MODIS_fire_before_2020,RADD_before_2020,TMF_deg_after_2020,TMF_def_after_2020,GFC_loss_after_2020,MODIS_fire_after_2020,RADD_after_2020,GFT_primary,IFL_2020,European_Primary_Forest,GFT_naturally_regenerating,GFT_planted_plantation,IIASA_planted_plantation,TMF_regrowth_2023,ESRI_2023_TC,GLC_FCS30D_TC_2022,Oil_palm_2023_FDaP,Rubber_2023_FDaP,Coffee_FDaP_2023,Cocoa_2023_FDaP,ESRI_2023_crop,GLC_FCS30D_crop_2022,GFW_logging_before_2020,nCO_ideam_forest_2020,nCO_ideam_eufo_commission_2020,nBR_INPE_TC_primary_forest_Amazon_2020,nBR_INPE_TC_secondary_forest_Amazon_2020,nBR_BFS_primary_forest_Pantanal_2020,nBR_BFS_primary_forest_Caatinga_2020,nBR_BFS_primary_forest_AtlanticForest_2020,nBR_BFS_primary_forest_Pampa_2020,nBR_BFS_primary&secondary_forest_Cerrado_2020,nBR_MapBiomas_col9_forest_Brazil_2020,nBR_INPE_TCsilviculture_Amazon_2020,nBR_INPE_TCsilviculture_Cerrado_2020,nBR_MapBiomas_col9_silviculture_Brazil_2020,nBR_PRODES_deforestation_Brazil_before_2020,nBR_DETER_forestdegradation_Amazon_before_2020,nBR_PRODES_deforestation_Brazil_after_2020,nBR_DETER_forestdegradation_Amazon_after_2020,nBR_INPE_TCamz_cer_perennial_2020,nBR_MapBiomas_col9_coffee_2020,nBR_MapBiomas_col9_palmoil_2020,nBR_MapBiomas_col9_pc_2020,nBR_INPE_TCamz_cer_annual_2020,nBR_MapBiomas_col9_soy_2020,nBR_MapBiomas_col9_annual_crops_2020,nBR_INPE_TCamz_pasture_2020,nBR_INPE_TCcer_pasture_2020,nBR_MapBiomas_col9_pasture_2020,nCI_Cocoa_bnetd,geo,Ind_01_treecover,Ind_02_commodities,Ind_03_disturbance_before_2020,Ind_04_disturbance_after_2020,Ind_05_primary_2020,Ind_06_nat_reg_forest_2020,Ind_07_planted_plantations_2020,Ind_08_planted_plantations_after_2020,Ind_09_treecover_after_2020,Ind_10_agri_after_2020,Ind_11_logging_concession_before_2020,risk_pcrop,risk_acrop,risk_timber
1,,6.571,Polygon,COL,CO,Quindío,-75.77785181036057,4.441884617989697,ha,False,2.892,0.0,0.083,4.325,3.38,2.528,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.516,0.606,0.044,0.0,0.001,0.089,0.14,0.0,0.0,0.267,0.089,0.089,0.264,0.084,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.822,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.317,2.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101,0.0,0.0,2.974,1.192,5.007,0.0,0.0,3.104,0.0,4.946,0.0,0.0,0.0,2.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.77932399999555, 4.4409109999977785], [-75.77907200000168, 4.440378000003104], [-75.77837199999767, 4.440786999996506], [-75.77788099999749, 4.440456999996163], [-75.77732699999659, 4.440983999999324], [-75.77742100000437, 4.441562000002213], [-75.77587199999752, 4.441896999998478], [-75.7765039999959, 4.442298000000202], [-75.77635800000179, 4.44307499999709], [-75.7768060000029, 4.4430620000005066], [-75.77721200000055, 4.442964999996976], [-75.77805300000273, 4.443271999999909], [-75.77916400000029, 4.441857000004153], [-75.77916299999572, 4.44141199999879], [-75.77932399999555, 4.4409109999977785]]]}",yes,yes,yes,no,no,yes,no,no,no,yes,no,low,low,low
2,,10.259,Polygon,COL,CO,Quindío,-75.77783147521437,4.441812181685864,ha,False,4.22,0.0,0.217,6.766,6.455,4.617,0.0,0.0,0.0,0.796,0.0,0.0,0.0,0.0,0.0,0.8,0.713,0.072,0.0,0.002,0.089,0.181,0.0,0.0,0.267,0.089,0.089,0.267,0.089,0.003,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.852,0.0,0.0,0.0,0.0,0.1,0.018,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533,2.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.619,0.0,0.0,3.571,1.773,7.984,0.0,0.0,4.801,0.0,7.38,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.77962499999799, 4.44203999999683], [-75.77938499999611, 4.440490000003384], [-75.77856700000032, 4.440293000000565], [-75.77732699999659, 4.4407639999990955], [-75.77651799999705, 4.440702000002951], [-75.77562800000429, 4.441813000000514], [-75.77650700000063, 4.442277999998548], [-75.7762349999961, 4.443037999998522], [-75.77806500000372, 4.4433249999998], [-75.7789940000042, 4.442811999997796], [-75.77944300000091, 4.44249199999828], [-75.77962499999799, 4.44203999999683]]]}",yes,yes,yes,no,no,yes,no,no,no,yes,no,low,low,low
3,,0.032,Polygon,COL,CO,Quindío,-75.77691365101612,4.4414448788686025,ha,False,0.0,0.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.032,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.77702899999889, 4.441481999995596], [-75.77699800000082, 4.441350999998236], [-75.77680299999817, 4.44141500000353], [-75.776812999999, 4.44153100000414], [-75.77702899999889, 4.441481999995596]]]}",yes,yes,no,no,no,yes,no,no,no,yes,no,low,low,low
4,,2.656,Polygon,COL,CO,Quindío,-75.79285853630475,4.432392449651207,ha,False,1.8,0.0,0.06,2.656,1.784,1.236,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.484,0.0,0.0,1.042,1.748,2.242,0.0,0.0,2.265,0.0,0.485,0.0,0.0,0.0,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.79501799999997, 4.4323739999969], [-75.79493099999726, 4.432022999999312], [-75.79398499999988, 4.432617000003523], [-75.79321000000314, 4.432788999999782], [-75.79256200000346, 4.431690999998803], [-75.7919359999966, 4.431588000003758], [-75.79133600000087, 4.431374999999617], [-75.79237399999688, 4.433259999998311], [-75.7926999999969, 4.432892000003808], [-75.79374499999798, 4.433090999997809], [-75.79501799999997, 4.4323739999969]]]}",yes,yes,no,no,no,yes,no,no,no,yes,no,low,low,low
5,,0.194,Polygon,COL,CO,Quindío,-75.79224497502558,4.431443589690257,ha,False,0.0,0.0,0.0,0.194,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.003,0.051,0.15,0.0,0.0,0.058,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.79251599999965, 4.431631000002824], [-75.79246700000009, 4.431283999996583], [-75.79195599999825, 4.431287999996913], [-75.79200699999798, 4.4315720000024355], [-75.79251599999965, 4.431631000002824]]]}",yes,no,no,no,no,yes,no,no,no,yes,no,more_info_needed,more_info_needed,high
6,,42.438,Polygon,COL,CO,Quindío,-75.79788223698975,4.43305315302071,ha,False,23.93,0.0,5.657,37.309,28.426,23.58,0.0,0.0,0.0,6.982,0.0,0.0,0.0,0.0,0.0,1.088,0.0,0.0,0.0,0.0,0.0,0.295,0.0,0.0,0.079,0.39,0.089,0.0,0.0,0.0,0.089,0.065,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.449,0.344,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.178,0.018,0.354,0.0,0.0,0.446,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.327,0.089,0.0,0.0,0.059,0.0,0.888,0.0,0.99,0.0,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.128,2.2,2.552,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93,0.0,0.0,10.548,32.424,32.928,0.0,0.0,23.672,0.0,1.77,0.0,0.0,3.476,22.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.80492000000145, 4.433760000003732], [-75.80423700000335, 4.433090999997809], [-75.80006099999933, 4.4319029999983695], [-75.79900599999742, 4.430661999999039], [-75.79354600000399, 4.432320999997008], [-75.79292300000186, 4.430570000000413], [-75.79124099999751, 4.43127199999559], [-75.7923269999975, 4.433328000003936], [-75.7934810000031, 4.433758000003566], [-75.793709000004, 4.4348919999985394], [-75.79582400000375, 4.43444300000183], [-75.79746599999582, 4.434590999996103], [-75.79882, 4.434795000003992], [-75.79960000000163, 4.434386999997198], [-75.80066500000437, 4.434579999999685], [-75.80328000000056, 4.434873999997051], [-75.80385299999854, 4.434863000000632], [-75.8042529999957, 4.434396999998024], [-75.80492000000145, 4.433760000003732]]]}",yes,yes,no,no,yes,yes,no,no,no,yes,no,low,low,low
7,,113.565,Polygon,COL,CO,Quindío,-75.78334990578936,4.433162416472889,ha,False,30.303,0.0,6.321,65.446,53.692,81.397,0.0,0.0,0.0,35.725,0.119,0.0,0.0,0.0,0.0,6.146,9.194,3.219,0.802,3.332,0.235,0.565,0.712,0.0,0.408,0.66,0.205,1.604,0.267,0.858,0.267,0.267,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.981,3.251,1.276,0.088,1.07,0.089,0.911,1.337,0.356,0.089,0.267,0.0,0.0,0.0,0.267,0.551,0.089,0.178,0.0,0.178,0.089,0.0,0.0,0.089,0.0,4.618,0.002,0.0,0.492,0.0,2.803,3.214,0.0,0.0,2.624,1.143,0.333,0.089,6.965,0.0,0.0,4.323,4.879,4.295,0.0,0.0,0.149,12.107,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.068,29.429,35.78,0.0,0.0,0.0,0.089,0.357,14.43,0.0,0.0,0.0,0.0,0.0,75.684,0.0,0.0,25.81,54.25,94.852,0.0,0.0,79.26,0.0,40.898,0.0,0.0,0.0,29.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.79035200000034, 4.434895000003279], [-75.78897800000348, 4.434184000002866], [-75.78736500000034, 4.431668999996983], [-75.78839699999585, 4.428972999998588], [-75.7887269999962, 4.426788999997623], [-75.78799200000279, 4.426309000002839], [-75.78751199999901, 4.426839000001758], [-75.78651599999749, 4.426482000003673], [-75.78567899999564, 4.426472000002846], [-75.78465300000062, 4.426796000002693], [-75.78341600000161, 4.427479999996382], [-75.78256400000302, 4.428972000002997], [-75.78145499999664, 4.430225000003321], [-75.78040200000387, 4.4309550000008135], [-75.77956599999762, 4.432014000003059], [-75.77781900000134, 4.43516499999866], [-75.77678400000109, 4.436929000000823], [-75.77582699999829, 4.4388260000005095], [-75.77808200000064, 4.438656000004416], [-75.78004899999713, 4.438430999999282], [-75.78068299999566, 4.438410999997628], [-75.78136400000258, 4.438280999995859], [-75.7827050000012, 4.438269000003849], [-75.78384000000075, 4.438143000002412], [-75.78491300000415, 4.437986999998493], [-75.78537600000202, 4.435792999996701], [-75.79035200000034, 4.434895000003279]]]}",yes,yes,yes,yes,no,yes,no,no,no,yes,no,low,low,low
8,,21.762,Polygon,COL,CO,Quindío,-75.78242458113047,4.431030054740087,ha,False,4.927,0.0,0.023,7.518,9.925,18.401,0.0,0.0,0.0,4.311,0.059,0.0,0.0,0.0,0.0,0.748,0.504,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.267,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.125,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.205,0.0,0.0,0.0,0.0,0.0,0.683,0.0,0.0,0.014,0.0,0.0,0.0,5.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.172,8.69,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,12.834,0.0,0.0,14.452,17.286,14.219,0.0,0.0,19.758,0.0,2.06,0.0,0.0,0.0,4.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.78582899999907, 4.428055000003513], [-75.78542700000175, 4.427797000000141], [-75.78495400000305, 4.427550000002171], [-75.78419499999868, 4.427173999998023], [-75.78350500000448, 4.427475999996051], [-75.78297000000066, 4.428508000000554], [-75.78158600000297, 4.430146000001279], [-75.7804709999961, 4.431042000003517], [-75.77936399999886, 4.432597000001868], [-75.78099900000383, 4.434258000000003], [-75.78235299999903, 4.433571000001575], [-75.78303199999681, 4.433133999996874], [-75.78366900000009, 4.4328849999987385], [-75.78447599999946, 4.432322999997173], [-75.78413300000253, 4.43205999999788], [-75.78425999999955, 4.431833000001563], [-75.78381700000334, 4.431778000001507], [-75.78291399999603, 4.4304640000006295], [-75.7839889999996, 4.429506000002246], [-75.78582899999907, 4.428055000003513]]]}",yes,yes,yes,no,no,yes,no,no,no,yes,no,low,low,low
9,,9.543,Polygon,COL,CO,Quindío,-75.77893634252852,4.435002897651349,ha,False,0.993,0.0,0.016,6.833,2.003,1.018,0.0,0.0,0.0,0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.099,2.273,0.0,0.0,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,7.217,0.0,0.0,0.0,0.022,9.117,0.0,0.0,8.616,0.0,8.728,0.0,0.0,0.0,1.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[-75.78096900000136, 4.434276000001492], [-75.7792809999965, 4.432609000002861], [-75.77696199999784, 4.436676000002356], [-75.77765400000118, 4.437194000000281], [-75.77957199999811, 4.43597199999803], [-75.78039099999847, 4.4346490000009], [-75.78096900000136, 4.434276000001492]]]}",yes,yes,yes,no,no,yes,no,no,no,yes,no,low,low,low
